Header	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
c__Nitrogen_Metabolism;o__NULL;f__Cyanate_hydrolysis;g__Cyn_operon_transcriptional_activator	0	0	0	11	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	1	0	0
c__Nitrogen_Metabolism;o__NULL;f__Cyanate_hydrolysis;g__Transcriptional_activator_similar_to_cyn_operon_regulator	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
c__Nitrogen_Metabolism;o__NULL;f__Denitrification;g__Copper-containing_nitrite_reductase_(EC_1.7.2.1)	66	23	22	16	0	22	11	0	1	0	0	0	0	0	0	0	15	0	0	1	2	0	0
c__Nitrogen_Metabolism;o__NULL;f__Denitrification;g__Nitric_oxide_reductase_activation_protein_NorD	28	10	20	31	0	6	28	405	13	175	206	273	37	488	550	197	302	211	686	598	684	1065	3
c__Nitrogen_Metabolism;o__NULL;f__Denitrification;g__Nitric_oxide_reductase_activation_protein_NorE	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Nitrogen_Metabolism;o__NULL;f__Denitrification;g__Nitric_oxide_reductase_activation_protein_NorQ	25	8	19	23	0	10	30	99	3	39	90	143	31	167	318	41	76	78	239	219	144	341	2
c__Nitrogen_Metabolism;o__NULL;f__Denitrification;g__Nitric_oxide_-responding_transcriptional_regulator_NnrR_(Crp/Fnr_family)	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Nitrogen_Metabolism;o__NULL;f__Denitrification;g__Nitric-oxide_reductase_(EC_1.7.99.7)_quinol-dependent	55	17	21	13	1	14	5	0	1076	0	0	0	0	0	0	0	73	0	0	0	1	0	1
c__Nitrogen_Metabolism;o__NULL;f__Denitrification;g__Nitric-oxide_reductase_subunit_B_(EC_1.7.99.7)	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Nitrogen_Metabolism;o__NULL;f__Denitrification;g__Nitric-oxide_reductase_subunit_C_(EC_1.7.99.7)	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Nitrogen_Metabolism;o__NULL;f__Denitrification;g__Nitrite_reductase_accessory_protein_NirV	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Nitrogen_Metabolism;o__NULL;f__Denitrification;g__Nitrous_oxide_reductase_maturation_protein_NosD	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Nitrogen_Metabolism;o__NULL;f__Denitrification;g__Nitrous_oxide_reductase_maturation_protein_NosF_(ATPase)	10	12	7	1	2	58	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Nitrogen_Metabolism;o__NULL;f__Denitrification;g__Nitrous_oxide_reductase_maturation_protein_NosR	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Nitrogen_Metabolism;o__NULL;f__Denitrification;g__Nitrous-oxide_reductase_(EC_1.7.99.6)	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Nitrogen_Metabolism;o__NULL;f__Denitrification;g__NnrS_protein_involved_in_response_to_NO	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Nitrogen_Metabolism;o__NULL;f__Dissimilatory_nitrite_reductase;g__Heme_d1_biosynthesis_protein_NirH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
c__Nitrogen_Metabolism;o__NULL;f__Dissimilatory_nitrite_reductase;g__Heme_d1_biosynthesis_protein_NirJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
c__Nitrogen_Metabolism;o__NULL;f__Nitrate_and_nitrite_ammonification;g__Assimilatory_nitrate_reductase_large_subunit_(EC:1.7.99.4)	23	2	12	5	0	4	2	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0
c__Nitrogen_Metabolism;o__NULL;f__Nitrate_and_nitrite_ammonification;g__Cytochrome_c552_precursor_(EC_1.7.2.2)	0	0	0	0	257	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Nitrogen_Metabolism;o__NULL;f__Nitrate_and_nitrite_ammonification;g__Cytochrome_c-type_heme_lyase_subunit_nrfE_nitrite_reductase_complex_assembly	0	0	0	0	434	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Nitrogen_Metabolism;o__NULL;f__Nitrate_and_nitrite_ammonification;g__Cytochrome_c-type_heme_lyase_subunit_nrfF_nitrite_reductase_complex_assembly	0	0	0	0	159	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0
c__Nitrogen_Metabolism;o__NULL;f__Nitrate_and_nitrite_ammonification;g__Cytochrome_c-type_heme_lyase_subunit_nrfG_nitrite_reductase_complex_assembly	0	0	0	0	189	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Nitrogen_Metabolism;o__NULL;f__Nitrate_and_nitrite_ammonification;g__Cytochrome_c-type_protein_NapC	0	0	0	2	116	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Nitrogen_Metabolism;o__NULL;f__Nitrate_and_nitrite_ammonification;g__Cytochrome_c-type_protein_NrfB_precursor	0	0	0	0	244	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Nitrogen_Metabolism;o__NULL;f__Nitrate_and_nitrite_ammonification;g__Ferredoxin-type_protein_NapG_(periplasmic_nitrate_reductase)	0	0	0	0	135	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Nitrogen_Metabolism;o__NULL;f__Nitrate_and_nitrite_ammonification;g__Nitrate_ABC_transporter_ATP-binding_protein	1	0	1	0	0	0	0	70	18	30	0	4	21	0	1	0	0	0	0	59	0	0	0
c__Nitrogen_Metabolism;o__NULL;f__Nitrate_and_nitrite_ammonification;g__Nitrate_ABC_transporter_nitrate-binding_protein	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	1	0	0	1	0	2	0	0
c__Nitrogen_Metabolism;o__NULL;f__Nitrate_and_nitrite_ammonification;g__Nitrate_ABC_transporter_permease_protein	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	1	0
c__Nitrogen_Metabolism;o__NULL;f__Nitrate_and_nitrite_ammonification;g__Nitrate_reductase_cytochrome_c550-type_subunit	0	0	0	0	116	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
c__Nitrogen_Metabolism;o__NULL;f__Nitrate_and_nitrite_ammonification;g__Nitrate/nitrite_response_regulator_protein	0	0	0	0	280	0	0	0	4	1	0	0	24	0	0	0	0	0	0	0	2	0	0
c__Nitrogen_Metabolism;o__NULL;f__Nitrate_and_nitrite_ammonification;g__Nitrate/nitrite_sensor_protein_(EC_2.7.3.-)	0	0	0	0	828	2	1	0	3	0	0	0	46	0	0	0	0	0	0	1	0	1	0
c__Nitrogen_Metabolism;o__NULL;f__Nitrate_and_nitrite_ammonification;g__Nitrate/nitrite_transporter	64	10	27	35	365	10	50	7	586	8	7	2	60	19	16	12	101	1	4	4	34	238	0
c__Nitrogen_Metabolism;o__NULL;f__Nitrate_and_nitrite_ammonification;g__Nitrite_reductase_[NAD(P)H]_large_subunit_(EC_1.7.1.4)	87	12	30	13	496	17	126	25	0	73	9	6	185	64	461	19	120	3	30	69	174	1000	0
c__Nitrogen_Metabolism;o__NULL;f__Nitrate_and_nitrite_ammonification;g__Nitrite_reductase_[NAD(P)H]_small_subunit_(EC_1.7.1.4)	7	1	9	2	120	3	14	4	0	5	3	4	23	18	43	3	6	1	4	5	55	140	0
c__Nitrogen_Metabolism;o__NULL;f__Nitrate_and_nitrite_ammonification;g__Nitrite_transporter_NirC	0	0	0	0	402	0	3	0	0	0	0	0	71	0	1	0	0	0	0	0	0	0	0
c__Nitrogen_Metabolism;o__NULL;f__Nitrate_and_nitrite_ammonification;g__NrfC_protein	0	0	0	0	156	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Nitrogen_Metabolism;o__NULL;f__Nitrate_and_nitrite_ammonification;g__NrfD_protein	0	0	0	0	274	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Nitrogen_Metabolism;o__NULL;f__Nitrate_and_nitrite_ammonification;g__Periplasmic_nitrate_reductase_component_NapD	0	0	0	0	118	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
c__Nitrogen_Metabolism;o__NULL;f__Nitrate_and_nitrite_ammonification;g__Periplasmic_nitrate_reductase_precursor_(EC_1.7.99.4)	2	0	0	0	479	0	1	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0
c__Nitrogen_Metabolism;o__NULL;f__Nitrate_and_nitrite_ammonification;g__Polyferredoxin_NapH_(periplasmic_nitrate_reductase)	0	0	0	0	179	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Nitrogen_Metabolism;o__NULL;f__Nitrate_and_nitrite_ammonification;g__Respiratory_nitrate_reductase_alpha_chain_(EC_1.7.99.4)	196	41	81	69	1285	36	268	42	2004	70	23	39	186	286	826	45	202	5	98	255	528	2205	0
c__Nitrogen_Metabolism;o__NULL;f__Nitrate_and_nitrite_ammonification;g__Respiratory_nitrate_reductase_beta_chain_(EC_1.7.99.4)	86	19	35	35	480	21	103	5	541	16	12	7	87	44	141	12	176	1	18	37	84	525	0
c__Nitrogen_Metabolism;o__NULL;f__Nitrate_and_nitrite_ammonification;g__Respiratory_nitrate_reductase_delta_chain_(EC_1.7.99.4)	20	5	13	15	284	1	23	2	276	7	3	3	42	9	40	7	3	0	4	3	39	174	0
c__Nitrogen_Metabolism;o__NULL;f__Nitrate_and_nitrite_ammonification;g__Respiratory_nitrate_reductase_gamma_chain_(EC_1.7.99.4)	40	9	20	21	250	6	23	0	283	11	2	0	48	7	49	3	67	0	1	2	17	131	0
c__Nitrogen_Metabolism;o__NULL;f__Nitrate_and_nitrite_ammonification;g__Response_regulator_NasT	2	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0
c__Nitrogen_Metabolism;o__NULL;f__Nitric_oxide_synthase;g__Nitric_oxide_synthase_oxygenase_(EC_1.-.-.-)	4	4	6	1	0	3	29	2	0	11	2	0	4	8	31	6	3	1	4	7	60	230	0
c__Nitrogen_Metabolism;o__NULL;f__Nitric_oxide_synthase;g__putative_cytochrome_P450_hydroxylase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	1	0	0	0	0
c__Nitrogen_Metabolism;o__NULL;f__Nitrogen_fixation;g__Nitrogenase_(iron-iron)_transcriptional_regulator	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
c__Nitrogen_Metabolism;o__NULL;f__Nitrogen_fixation;g__Nitrogenase_(molybdenum-iron)_alpha_chain_(EC_1.18.6.1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
c__Nitrogen_Metabolism;o__NULL;f__Nitrogen_fixation;g__Nitrogenase_(molybdenum-iron)-specific_transcriptional_regulator_NifA	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Nitrogen_Metabolism;o__NULL;f__Nitrogen_fixation;g__Nitrogenase_FeMo-cofactor_synthesis_FeS_core_scaffold_and_assembly_protein_NifB	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Nitrogen_Metabolism;o__NULL;f__Nitrosative_stress;g__Anaerobic_nitric_oxide_reductase_flavorubredoxin	0	0	0	0	276	0	0	0	37	0	1	0	47	0	1	0	0	0	0	0	0	0	0
c__Nitrogen_Metabolism;o__NULL;f__Nitrosative_stress;g__Functional_role_page_for_Anaerobic_nitric_oxide_reductase_transcription_regulator_NorR	0	3	1	1	278	0	1	1472	118	1180	1191	1140	552	1700	2017	1188	1721	1259	2173	1769	1876	1759	55
c__Nitrogen_Metabolism;o__NULL;f__Nitrosative_stress;g__Hcp_transcriptional_regulator_HcpR_(Crp/Fnr_family)	0	1	0	1	1	0	0	338	25	208	257	219	113	428	439	259	410	297	570	439	542	471	3
c__Nitrogen_Metabolism;o__NULL;f__Nitrosative_stress;g__Hydroxylamine_reductase_(EC_1.7.-.-)	1	0	0	0	310	0	0	0	882	0	0	0	51	0	0	0	0	0	0	0	0	1	0
c__Nitrogen_Metabolism;o__NULL;f__Nitrosative_stress;g__NADH_oxidoreductase_hcr_(EC_1.-.-.-)	0	0	0	0	303	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0
c__Nitrogen_Metabolism;o__NULL;f__Nitrosative_stress;g__Nitric_oxide_reductase_FlRd-NAD(+)_reductase_(EC_1.18.1.-)	0	0	0	0	221	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0
c__Nucleosides_and_Nucleotides;o__Detoxification;f__Housecleaning_nucleoside_triphosphate_pyrophosphatases;g__5-nucleotidase_SurE_(EC_3.1.3.5)	2	0	0	10	157	0	0	0	97	0	2	0	29	0	0	0	0	0	2	0	0	2	0
c__Nucleosides_and_Nucleotides;o__Detoxification;f__Housecleaning_nucleoside_triphosphate_pyrophosphatases;g__5'-nucleotidase_YjjG_(EC_3.1.3.5)	0	0	0	0	116	0	310	380	6	215	240	318	141	427	593	180	317	192	776	579	772	941	5
c__Nucleosides_and_Nucleotides;o__Detoxification;f__Housecleaning_nucleoside_triphosphate_pyrophosphatases;g__Cof_protein_HD_superfamily_hydrolase	1	0	1	0	388	0	45	1	1	0	0	0	84	0	0	0	2	0	1	2	0	3	0
c__Nucleosides_and_Nucleotides;o__Detoxification;f__Housecleaning_nucleoside_triphosphate_pyrophosphatases;g__Dimeric_dUTPase_(EC_3.6.1.23)	11	4	7	3	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Nucleosides_and_Nucleotides;o__Detoxification;f__Housecleaning_nucleoside_triphosphate_pyrophosphatases;g__Inosine/xanthosine_triphosphatase_(EC_3.6.1.-)	22	6	4	3	162	3	2	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0
c__Nucleosides_and_Nucleotides;o__Detoxification;f__Housecleaning_nucleoside_triphosphate_pyrophosphatases;g__Nucleotidase_YfbR_HD_superfamily	1	3	0	1	117	0	73	477	388	384	240	296	116	529	580	386	402	316	617	503	624	809	9
c__Nucleosides_and_Nucleotides;o__Detoxification;f__Nucleoside_triphosphate_pyrophosphohydrolase_MazG;g__Nucleoside_triphosphate_pyrophosphohydrolase_MazG	1473	799	979	1221	185	1085	791	10	215	21	0	4	43	5	223	0	26	0	0	0	1	18	0
c__Nucleosides_and_Nucleotides;o__Detoxification;f__Nudix_proteins_(nucleoside_triphosphate_hydrolases);g__5-methyl-dCTP_pyrophosphohydrolase_(EC_3.6.1.-)	0	0	0	9	126	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
c__Nucleosides_and_Nucleotides;o__Detoxification;f__Nudix_proteins_(nucleoside_triphosphate_hydrolases);g__ADP_compounds_hydrolase_NudE_(EC_3.6.1.-)	0	0	0	0	164	0	0	0	3	0	0	0	25	0	0	0	0	0	0	0	0	0	0
c__Nucleosides_and_Nucleotides;o__Detoxification;f__Nudix_proteins_(nucleoside_triphosphate_hydrolases);g__Deoxyuridine_5'-triphosphate_nucleotidohydrolase_(EC_3.6.1.23)	600	412	456	630	131	448	581	405	243	406	292	271	113	447	533	332	517	305	642	548	533	709	5
c__Nucleosides_and_Nucleotides;o__Detoxification;f__Nudix_proteins_(nucleoside_triphosphate_hydrolases);g__GDP-mannose_pyrophosphatase_YffH	2	0	0	0	93	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
c__Nucleosides_and_Nucleotides;o__Detoxification;f__Nudix_proteins_(nucleoside_triphosphate_hydrolases);g__Low_G+C_gram_positive_nudix_hydrolase_YtkD_(EC_3.6.-.-)	10	2	4	5	0	3	49	2	0	5	1	0	6	4	42	1	1	0	0	3	10	65	0
c__Nucleosides_and_Nucleotides;o__Detoxification;f__Nudix_proteins_(nucleoside_triphosphate_hydrolases);g__Mutator_mutT_protein_(78-dihydro-8-oxoguanine-triphosphatase)_(EC_3.6.1.-)	20	10	18	6	63	14	39	3	2	22	1	3	17	4	25	3	0	4	1	2	9	100	0
c__Nucleosides_and_Nucleotides;o__Detoxification;f__Nudix_proteins_(nucleoside_triphosphate_hydrolases);g__NADH_pyrophosphatase_(EC_3.6.1.22)	1813	1026	1444	1748	209	1479	908	0	0	0	0	0	44	0	1	3	2	0	2	1	2	109	0
c__Nucleosides_and_Nucleotides;o__Detoxification;f__Nudix_proteins_(nucleoside_triphosphate_hydrolases);g__Nudix_dNTPase_DR1776_(EC_3.6.1.-)	0	0	0	0	0	0	0	5	0	25	2	3	6	3	1	0	0	0	0	0	0	0	0
c__Nucleosides_and_Nucleotides;o__Detoxification;f__Nudix_proteins_(nucleoside_triphosphate_hydrolases);g__Nudix_hydrolase_family_protein_PA3470	0	0	0	5	0	0	1	0	0	0	0	0	2	0	0	0	16	0	0	1	2	54	0
c__Nucleosides_and_Nucleotides;o__Detoxification;f__Nudix_proteins_(nucleoside_triphosphate_hydrolases);g__Nudix_hydrolase_family_protein_YffH	2	0	1	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	1	0	0
c__Nucleosides_and_Nucleotides;o__Detoxification;f__Nudix_proteins_(nucleoside_triphosphate_hydrolases);g__Nudix-like_NDP_and_NTP_phosphohydrolase_YmfB	0	0	0	0	81	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0
c__Nucleosides_and_Nucleotides;o__Detoxification;f__Nudix_proteins_(nucleoside_triphosphate_hydrolases);g__Putative_Nudix_hydrolase_YfcD_(EC_3.6.-.-)	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0
c__Nucleosides_and_Nucleotides;o__Detoxification;f__Nudix_proteins_(nucleoside_triphosphate_hydrolases);g__Thiamin-phosphate_pyrophosphorylase-like_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
c__Nucleosides_and_Nucleotides;o__NULL;f__Adenosyl_nucleosidases;g__5'-methylthioadenosine_nucleosidase_(EC_3.2.2.16)	784	469	588	691	33	615	726	459	41	359	311	344	153	544	579	351	466	364	704	552	586	717	3
c__Nucleosides_and_Nucleotides;o__NULL;f__Adenosyl_nucleosidases;g__S-adenosylhomocysteine_nucleosidase_(EC_3.2.2.9)	809	378	584	670	149	609	379	453	40	309	309	341	114	535	568	347	475	373	705	568	585	625	5
c__Nucleosides_and_Nucleotides;o__NULL;f__Hydantoin_metabolism;g__Deacetylases_including_yeast_histone_deacetylase_and_acetoin_utilization_protein	0	0	0	13	0	0	1	0	501	0	0	0	0	0	0	0	0	1	1	0	0	1	0
c__Nucleosides_and_Nucleotides;o__NULL;f__Hydantoin_metabolism;g__D-hydantoinase_(EC_3.5.2.2)	0	0	0	1	1	0	222	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0
c__Nucleosides_and_Nucleotides;o__NULL;f__Hydantoin_metabolism;g__Hydantoin_permease	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Nucleosides_and_Nucleotides;o__NULL;f__Hydantoin_metabolism;g__hydantoin_racemase	0	0	0	5	58	0	0	0	21	0	0	0	5	0	0	0	0	0	1	0	1	0	0
c__Nucleosides_and_Nucleotides;o__NULL;f__Hydantoin_metabolism;g__Hydantoin_racemase_(EC_5.1.99.-)	0	0	0	1	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0
c__Nucleosides_and_Nucleotides;o__NULL;f__Hydantoin_metabolism;g__Hydantoinase	1	1	0	0	3	0	0	1278	80	628	794	942	324	1426	1624	643	1048	764	2051	1667	1629	1619	9
c__Nucleosides_and_Nucleotides;o__NULL;f__Hydantoin_metabolism;g__N-carbamoyl-L-amino_acid_hydrolase_(EC_3.5.1.87)	1	0	0	1	0	0	0	0	251	0	0	0	30	0	0	0	0	0	0	0	0	0	0
c__Nucleosides_and_Nucleotides;o__NULL;f__Hydantoin_metabolism;g__N-methylhydantoinase_A_(EC_3.5.2.14)	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Nucleosides_and_Nucleotides;o__NULL;f__Pseudouridine_catabolism;g__Inner_membrane_transport_protein_YeiM_in_cluster_with_pseudouridine_metabolism_operon	0	0	0	0	172	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0
c__Nucleosides_and_Nucleotides;o__NULL;f__Pseudouridine_catabolism;g__Probable_pyrimidine_nucleoside_transport_protein_associated_with_pseudouridine_catabolism	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0
c__Nucleosides_and_Nucleotides;o__NULL;f__Pseudouridine_catabolism;g__Pseudouridine_5'-phosphate_glycosidase	29	3	17	2	115	5	1	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0
c__Nucleosides_and_Nucleotides;o__NULL;f__Pseudouridine_catabolism;g__Pseudouridine_kinase_(EC_2.7.1.83)	15	3	17	1	147	6	3	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0
c__Nucleosides_and_Nucleotides;o__NULL;f__Pseudouridine_catabolism;g__Uncharacterized_sugar_kinase_YeiI	0	0	0	0	170	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0
c__Nucleosides_and_Nucleotides;o__NULL;f__Ribonucleotide_reduction;g__Glutaredoxin-like_protein_NrdH_required_for_reduction_of_Ribonucleotide_reductase_class_Ib	333	180	254	264	12	236	226	419	41	548	523	246	165	418	423	393	511	380	522	441	464	466	14
c__Nucleosides_and_Nucleotides;o__NULL;f__Ribonucleotide_reduction;g__Ribonucleotide_reductase_of_class_Ia_(aerobic)_beta_subunit_(EC_1.17.4.1)	49	11	16	18	203	18	3	0	666	0	0	0	30	0	0	0	0	0	0	0	0	5	0
c__Nucleosides_and_Nucleotides;o__NULL;f__Ribonucleotide_reduction;g__Ribonucleotide_reductase_of_class_Ib_(aerobic)_alpha_subunit_(EC_1.17.4.1)	4926	2882	3592	4088	579	3575	3658	3095	280	3247	2849	2067	1136	3264	3771	2926	3794	2781	4258	3328	3569	4099	56
c__Nucleosides_and_Nucleotides;o__NULL;f__Ribonucleotide_reduction;g__Ribonucleotide_reductase_of_class_Ib_(aerobic)_beta_subunit_(EC_1.17.4.1)	1946	1126	1369	1547	208	1477	1535	1139	120	1304	1100	830	556	1283	1515	1240	1480	1194	1657	1371	1446	1830	33
c__Nucleosides_and_Nucleotides;o__NULL;f__Ribonucleotide_reduction;g__Ribonucleotide_reductase_of_class_II_(coenzyme_B12-dependent)_(EC_1.17.4.1)	59	20	31	61	1	17	30	26	0	109	10	25	41	6	4	0	0	0	0	0	1	7	0
c__Nucleosides_and_Nucleotides;o__NULL;f__Ribonucleotide_reduction;g__Ribonucleotide_reductase_of_class_III_(anaerobic)_activating_protein_(EC_1.97.1.4)	1492	699	1091	1248	261	1018	948	611	129	262	333	403	141	690	828	214	524	312	1013	881	927	1043	10
c__Nucleosides_and_Nucleotides;o__NULL;f__Ribonucleotide_reduction;g__Ribonucleotide_reductase_of_class_III_(anaerobic)_large_subunit_(EC_1.17.4.2)	3863	2340	2871	3363	710	2889	2666	1239	746	659	936	1043	462	1689	1859	590	1093	770	2214	1638	1965	2465	15
c__Nucleosides_and_Nucleotides;o__NULL;f__Ribonucleotide_reduction;g__Ribonucleotide_reductase_transcriptional_regulator_NrdR	639	328	506	524	89	438	508	452	262	327	195	295	109	636	544	287	467	305	805	676	772	879	2
c__Nucleosides_and_Nucleotides;o__NULL;f__Ribonucleotide_reduction;g__Ribonucleotide_reduction_protein_NrdI	1471	866	1047	1214	118	1048	1266	180	64	510	438	138	171	593	225	469	699	193	703	207	690	420	2
c__Nucleosides_and_Nucleotides;o__Purines;f__De_Novo_Purine_Biosynthesis;g__Amidophosphoribosyltransferase_(EC_2.4.2.14)	2157	1225	1754	1718	338	1659	1849	1236	989	1269	907	719	353	1131	1415	991	1452	966	1710	1413	1340	2010	33
c__Nucleosides_and_Nucleotides;o__Purines;f__De_Novo_Purine_Biosynthesis;g__IMP_cyclohydrolase_(EC_3.5.4.10)	1113	682	945	1069	41	875	671	381	96	438	197	181	146	348	457	434	511	373	659	432	341	608	10
c__Nucleosides_and_Nucleotides;o__Purines;f__De_Novo_Purine_Biosynthesis;g__Phosphoribosylamine--glycine_ligase_(EC_6.3.4.13)	2411	1269	1921	2142	394	1744	1907	1183	563	1516	790	661	335	1260	1425	1090	1441	934	1952	1447	1606	2269	25
c__Nucleosides_and_Nucleotides;o__Purines;f__De_Novo_Purine_Biosynthesis;g__Phosphoribosylaminoimidazole_carboxylase_ATPase_subunit_(EC_4.1.1.21)	1821	1054	1443	1668	338	1430	1205	799	128	949	638	485	233	915	974	708	982	666	1101	903	1050	1615	35
c__Nucleosides_and_Nucleotides;o__Purines;f__De_Novo_Purine_Biosynthesis;g__Phosphoribosylaminoimidazole_carboxylase_catalytic_subunit_(EC_4.1.1.21)	815	471	707	752	177	555	705	295	245	314	189	202	95	405	419	298	627	297	539	437	473	869	23
c__Nucleosides_and_Nucleotides;o__Purines;f__De_Novo_Purine_Biosynthesis;g__Phosphoribosylformylglycinamidine_cyclo-ligase_(EC_6.3.3.1)	1843	1233	1517	1739	217	1554	1422	929	698	914	724	584	279	1026	1183	694	1148	829	1518	1062	1264	1284	18
c__Nucleosides_and_Nucleotides;o__Purines;f__De_Novo_Purine_Biosynthesis;g__Phosphoribosylformylglycinamidine_synthase_glutamine_amidotransferase_subunit_(EC_6.3.5.3)	4924	2669	3820	4376	915	3452	2733	667	726	930	683	456	289	893	981	757	1079	597	1326	987	981	1379	29
c__Nucleosides_and_Nucleotides;o__Purines;f__De_Novo_Purine_Biosynthesis;g__Phosphoribosylformylglycinamidine_synthase_PurS_subunit_(EC_6.3.5.3)	6	2	3	11	1	0	159	564	40	435	363	298	203	483	537	441	618	354	540	528	463	515	16
c__Nucleosides_and_Nucleotides;o__Purines;f__De_Novo_Purine_Biosynthesis;g__Phosphoribosylformylglycinamidine_synthase_synthetase_subunit_(EC_6.3.5.3)	59	31	26	38	12	21	1411	2006	196	2188	1699	1186	532	2021	2421	1788	2651	1724	2864	2266	2167	3462	69
c__Nucleosides_and_Nucleotides;o__Purines;f__De_Novo_Purine_Biosynthesis;g__Phosphoribosylglycinamide_formyltransferase_2_(EC_2.1.2.-)	2552	1448	2035	2280	247	1803	1180	0	6	0	0	0	11	1	0	3	2	0	1	0	5	47	0
c__Nucleosides_and_Nucleotides;o__Purines;f__De_Novo_Purine_Biosynthesis;g__PurR:_transcription_regulator_associated_with_purine_metabolism	26	6	14	4	1	2	380	1082	127	623	758	943	360	1229	1513	574	962	759	1706	1393	1318	1550	14
c__Nucleosides_and_Nucleotides;o__Purines;f__De_Novo_Purine_Biosynthesis;g__YabJ_a_purine_regulatory_protein_and_member_of_the_highly_conserved_YjgF_family	9	1	2	4	0	1	13	6	0	5	2	3	2	4	65	3	1	1	2	4	35	158	0
c__Nucleosides_and_Nucleotides;o__Purines;f__Purine_conversions;g__5'-nucleotidase_(EC_3.1.3.5)	2636	1463	2046	2296	668	1870	1157	0	4	0	0	0	121	0	1	2	2	0	1	1	2	102	0
