Features,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Carnobacterium sp. AT7,0,0,0,0,1,0,29,66,3,2,3,4,8,2,51,30,56,12,4,14,4,8,2
Alicycliphilus denitrificans,3,1,4,5,1,1,2,2,24,6,9,3,1,15,3,1,40,5,5,24,49,91,1
Magnetospirillum magneticum,6,0,3,35,68,2,2,0,93,0,1,1,0,0,0,0,75,0,1,0,1,6,1
Xenorhabdus bovienii,112,0,53,4,55,0,0,0,2,0,0,0,48,0,0,0,1,0,0,0,0,14,2
Burkholderia mallei,6,58,12,105,0,91,0,0,0,1,0,0,5,0,0,0,9,0,0,0,0,2,1
Dyadobacter fermentans,3,6,0,12,0,3,1,30,0,13,15,23,28,45,32,0,30,0,5,1,6,33,1
Clostridium bolteae,0,13,65,70,17,0,0,11,3,5,3,3,6,14,11,6,5,2,5,4,3,39,0
Nitrosomonas europaea,2,2,1,10,23,1,1,22,72,1,1,0,12,45,1,2,33,34,4,2,0,13,0
Croceibacter atlanticus,8,5,1,2,0,2,3,8,58,5,6,6,2,0,11,8,3,12,10,28,18,82,0
Sulfitobacter sp. NAS-14.1,0,0,0,106,140,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,22,0
Teredinibacter turnerae,0,2,0,89,0,17,9,21,0,0,0,25,1,3,85,7,1,1,2,1,10,4,0
Methylibium petroleiphilum,18,1,8,24,2,3,1,5,109,3,5,0,20,3,1,1,25,0,7,0,6,31,1
Pseudomonas savastanoi,39,6,14,37,1,6,13,0,1,3,2,3,26,24,3,0,5,4,15,16,31,22,1
Francisella philomiragia,2,10,2,1,0,0,33,19,0,7,0,13,6,49,0,31,9,0,0,33,0,46,10
Geobacter lovleyi,0,0,0,2,134,0,0,1,78,1,4,1,0,8,0,3,0,1,0,13,2,22,0
Fusobacterium sp. 3_1_27,0,0,0,0,0,0,21,14,0,17,7,2,1,27,34,14,17,0,0,0,21,92,0
Providencia rustigianii,0,0,0,1,24,1,0,0,28,0,0,0,211,0,0,0,0,0,1,0,0,0,0
Riemerella anatipestifer,30,27,7,27,0,16,9,4,0,19,1,14,2,7,9,1,1,2,10,0,39,38,0
Aurantimonas manganoxydans,45,0,0,159,1,1,27,0,1,1,0,0,5,0,0,0,18,0,1,0,0,3,0
Acidaminococcus sp. D21,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,1,0,1,0,0,1,191,0
Variovorax paradoxus,10,1,3,41,126,0,0,1,2,0,0,1,22,0,1,1,22,0,1,1,2,24,0
Arthrospira maxima,0,0,0,0,0,0,0,9,0,3,8,9,12,20,67,1,3,10,17,23,56,20,0
Alcanivorax borkumensis,2,0,2,6,5,1,7,1,193,1,1,20,9,1,0,1,3,1,0,0,0,3,0
Cyanothece sp. PCC 7822,2,3,1,4,0,2,0,0,127,4,0,0,4,0,0,0,0,0,1,108,1,0,0
Nostoc punctiforme,1,0,0,11,0,1,0,0,101,2,0,1,9,17,2,9,10,0,8,0,28,56,0
Lutiella nitroferrum,4,1,3,4,198,1,0,1,0,0,0,1,36,2,1,0,1,0,0,0,1,0,0
Edwardsiella ictaluri,1,1,0,6,13,0,0,0,3,4,10,0,188,0,3,0,1,7,12,1,0,2,0
Desulfococcus oleovorans,2,2,6,3,1,3,70,1,112,1,1,1,0,0,0,2,45,0,0,0,1,0,0
Buchnera aphidicola,0,0,0,1,81,0,0,16,0,28,0,0,27,7,0,1,11,0,2,4,26,46,0
Ruegeria pomeroyi,1,47,4,75,16,5,1,0,6,0,0,0,21,0,0,0,39,0,1,0,0,32,0
Corynebacterium amycolatum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,3,1,2,233,0
Proteus penneri,0,0,0,1,15,0,0,0,1,1,0,0,228,0,0,0,0,0,1,0,0,0,0
Thermus thermophilus,12,2,5,79,0,46,2,0,36,1,0,1,0,0,2,1,3,1,1,2,2,48,1
Idiomarina loihiensis,2,0,0,9,0,1,1,0,153,3,0,1,1,1,0,0,10,0,0,1,0,61,0
Thauera sp. MZ1T,38,39,49,36,4,50,13,0,1,0,1,0,7,0,0,0,1,0,1,1,1,1,0
Psychrobacter cryohalolentis,4,2,1,10,83,0,1,0,111,0,0,6,11,1,0,0,7,2,0,0,0,3,0
Cyanothece sp. PCC 7424,0,1,0,0,0,0,8,7,70,4,0,2,8,6,132,0,0,1,0,0,0,1,1
Conexibacter woesei,3,1,0,35,1,100,5,0,39,0,1,0,2,0,0,1,28,0,0,0,3,18,0
Prevotella tannerae,0,0,0,0,0,0,0,18,1,11,16,9,16,16,24,9,21,10,0,21,41,24,0
Hydrogenobaculum sp. Y04AAS1,14,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Staphylococcus sciuri,0,0,0,0,0,0,3,0,0,1,1,0,1,0,4,0,10,0,2,0,0,209,0
Cupriavidus taiwanensis,64,57,8,6,0,3,0,1,3,1,1,2,5,1,2,0,0,0,1,0,2,70,1
Caulobacter segnis,2,0,0,2,0,0,0,1,0,2,6,0,3,16,29,4,1,1,1,53,81,23,1
Candidatus Pelagibacter ubique,1,0,0,3,3,9,0,0,160,0,14,0,1,0,0,2,22,0,0,0,1,0,8
Nitratiruptor sp. SB155-2,27,42,1,41,0,54,27,1,29,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Vibrio caribbenthicus,1,0,0,0,0,2,11,16,0,65,0,0,4,17,80,0,0,0,0,0,28,0,0
Sphingopyxis alaskensis,9,4,4,34,0,2,0,12,0,11,9,5,3,20,6,10,50,27,2,2,4,7,1
Pantoea sp. aB,1,0,0,1,5,0,0,1,0,0,0,0,211,0,0,0,0,0,0,0,1,0,0
Lactobacillus jensenii,2,9,0,0,0,0,62,3,0,3,0,2,1,0,9,0,1,1,0,0,0,120,0
Dehalococcoides ethenogenes,1,0,1,0,0,0,0,24,35,1,0,0,13,15,29,26,43,19,1,1,1,1,0
Dethiosulfovibrio peptidovorans,0,0,0,0,0,0,5,1,174,0,0,0,0,0,0,0,8,0,1,0,0,22,0
Frankia sp. EAN1pec,1,7,2,4,1,2,0,0,0,0,2,0,1,0,0,1,73,0,1,0,1,115,0
Shewanella sp. W3-18-1,2,41,1,2,67,0,0,0,51,0,1,0,31,0,0,0,10,0,0,1,0,4,0
Staphylococcus chromogenes,0,0,0,1,0,0,16,10,0,2,1,0,1,10,4,27,123,0,0,0,6,10,0
Lactobacillus antri,0,0,0,0,0,0,0,10,20,17,13,11,8,6,9,8,7,6,25,21,20,27,1
Megasphaera micronuciformis,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,54,0,0,0,0,0,0
Peptoniphilus duerdenii,0,0,0,0,0,0,17,49,2,10,48,6,4,14,17,4,3,1,11,1,8,13,0
Shewanella halifaxensis,0,0,0,1,0,1,0,3,6,44,0,0,3,12,0,2,55,19,9,21,9,23,0
Sulfurimonas denitrificans,1,1,48,0,0,0,83,1,25,1,0,0,0,1,0,0,0,1,0,0,0,43,1
Clostridiales genomosp. BVAB3,0,0,0,0,0,0,1,2,171,0,0,1,10,2,0,0,6,0,1,1,1,7,0
Erwinia pyrifoliae,2,0,0,1,96,0,0,0,0,2,0,0,98,1,1,0,0,0,1,0,0,1,0
Peptoniphilus lacrimalis,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,147,1,0,0,0,0,0
Bartonella bacilliformis,0,0,0,129,29,0,0,0,1,0,0,0,22,0,0,1,3,0,1,0,1,10,0
Leptospira biflexa,6,0,1,2,0,0,1,0,186,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Providencia stuartii,2,0,2,0,79,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,1,0
Jonquetella anthropi,2,2,17,33,0,11,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,123,0
Bacillus sp. SG-1,83,2,7,6,0,14,11,3,0,5,1,0,0,11,2,5,4,0,1,4,4,27,0
Providencia alcalifaciens,0,0,1,0,14,0,0,0,2,1,0,0,170,0,0,0,0,0,0,0,1,0,0
Psychrobacter arcticus,9,0,1,11,6,0,0,0,134,0,0,1,8,1,2,0,7,0,1,1,1,3,0
Chloroherpeton thalassium,2,0,0,1,0,5,11,4,54,1,0,3,0,1,96,0,0,0,0,1,3,2,0
Corynebacterium matruchotii,2,0,0,0,0,0,10,0,0,0,0,0,6,0,0,1,26,1,6,0,0,128,0
Flavobacterium psychrophilum,15,9,2,3,0,6,48,0,54,0,0,0,0,3,3,3,9,0,0,0,8,15,1
Pelodictyon phaeoclathratiforme,0,1,1,3,38,0,0,0,0,0,1,0,8,34,0,2,21,0,4,32,6,28,0
Wolbachia endosymbiont of Drosophila melanogaster,0,0,1,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eubacterium dolichum,15,38,20,19,5,35,30,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Herbaspirillum seropedicae,4,2,2,53,45,1,1,0,1,2,2,1,11,0,2,1,0,1,2,0,1,38,2
Idiomarina baltica,1,0,2,2,31,1,47,2,1,0,0,0,56,0,0,0,12,0,0,0,0,16,0
Erwinia amylovora,0,1,0,3,28,0,1,0,0,0,0,0,133,1,0,0,2,0,0,0,0,0,0
Rhodospirillum centenum,2,0,0,42,61,0,7,0,42,0,0,0,1,0,0,0,4,0,0,1,2,7,0
Borrelia bavariensis,32,26,21,24,4,47,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dechloromonas aromatica,22,4,9,20,16,4,1,2,27,5,2,1,19,6,2,0,1,1,0,1,11,12,2
Robiginitalea biformata,2,2,1,2,0,0,2,15,3,11,9,11,2,11,10,4,8,9,18,13,16,17,1
Neisseria lactamica,1,0,0,0,32,0,0,0,130,0,0,0,0,1,0,1,1,0,0,0,0,0,0
Thiomicrospira crunogena,0,1,1,2,0,0,4,6,104,6,0,0,0,5,14,1,3,0,1,0,17,1,0
Granulicatella elegans,0,0,0,0,0,0,2,0,31,15,0,13,0,70,2,1,2,4,1,6,4,14,0
Streptococcus downei,0,0,0,0,0,0,0,4,87,8,1,0,4,1,5,3,3,1,7,28,1,8,0
Mannheimia haemolytica,1,0,0,0,1,0,0,0,87,0,0,0,40,0,1,1,9,0,0,0,0,20,0
Actinomyces odontolyticus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,131,0,1,0,0,23,0
Synechococcus sp. CC9311,14,26,76,0,1,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodococcus opacus,0,0,1,1,0,0,0,2,25,0,0,0,1,0,0,2,0,0,5,0,3,116,0
Streptomyces filamentosus,27,32,14,39,3,13,11,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0
Corynebacterium sp. L2-79-05,0,0,0,0,22,0,2,0,0,0,0,0,1,0,2,4,0,0,2,1,3,118,0
Yersinia rohdei,0,0,0,0,28,0,0,1,0,0,0,0,122,0,0,0,0,0,1,0,0,2,0
Shewanella woodyi,1,17,26,11,27,0,2,0,31,0,0,0,16,0,0,0,21,0,0,0,0,1,0
Coxiella burnetii,14,42,15,0,36,0,0,15,2,4,1,0,1,0,0,0,0,0,3,1,1,17,0
Thioalkalivibrio sp. HL-EbGR7,7,2,1,6,94,0,2,0,1,0,1,0,0,0,0,0,16,0,1,0,3,17,0
Listeria ivanovii,0,0,0,0,0,0,0,10,0,3,13,1,7,1,112,0,0,0,0,0,1,2,0
Turicibacter sanguinis,1,0,1,1,0,0,2,3,0,30,10,25,1,11,17,10,23,0,8,2,1,4,0
Streptococcus infantis,0,0,0,2,0,0,1,4,6,0,0,0,0,0,1,10,21,18,15,16,4,50,0
Eubacterium biforme,0,0,1,16,1,0,0,1,95,1,8,0,3,2,4,0,4,0,0,7,1,2,1
Synechococcus sp. WH 8102,36,1,5,5,0,1,1,0,72,0,1,0,12,0,0,0,10,0,0,0,3,0,0
Aromatoleum aromaticum,8,0,5,12,1,4,1,1,80,0,0,0,1,2,2,2,9,1,0,0,1,14,1
Chlorobaculum parvum,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyanothece sp. PCC 7425,0,0,0,6,37,0,1,0,89,0,0,0,0,1,0,0,7,0,2,0,1,1,0
Megasphaera genomosp. type_1,1,0,0,0,0,0,0,0,140,1,0,0,0,0,0,0,3,0,0,0,0,0,0
Labrenzia aggregata,0,0,2,26,6,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leptospira borgpetersenii,115,1,0,2,1,0,17,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Neisseria subflava,0,0,0,0,107,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Yersinia ruckeri,2,0,0,1,57,1,0,0,0,0,0,0,78,2,0,0,0,0,0,0,0,2,0
Azospirillum sp. B510,1,1,1,33,34,0,0,0,23,0,9,0,2,24,0,0,0,0,0,2,0,7,0
Beggiatoa sp. PS,4,0,2,0,21,1,0,0,0,9,1,1,14,0,0,5,5,0,0,0,0,0,72
Pasteurella dagmatis,0,0,0,2,3,0,0,0,129,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gluconacetobacter diazotrophicus,1,1,0,20,0,1,0,1,59,0,0,0,0,1,0,0,44,0,0,0,0,1,0
Planctomyces limnophilus,3,1,1,2,0,24,65,0,0,0,1,0,18,0,0,0,12,0,0,0,1,1,0
Catonella morbi,0,0,0,0,0,0,36,2,2,6,2,0,6,1,48,1,5,1,4,2,1,11,0
Dialister invisus,0,1,0,0,0,0,1,1,120,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Amycolatopsis mediterranei,0,1,0,2,0,2,0,1,0,0,0,0,1,0,2,1,0,0,1,0,2,112,0
Dichelobacter nodosus,0,0,0,0,0,0,1,0,69,1,0,0,6,0,0,1,12,0,2,0,0,32,0
Thermoanaerobacter ethanolicus,0,0,1,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Desulfomicrobium baculatum,9,9,3,8,2,68,0,0,4,5,0,3,1,1,2,0,4,0,0,2,1,1,0
Synechococcus sp. WH 7803,0,0,0,0,0,0,0,1,115,5,1,1,0,0,0,0,0,0,0,0,0,0,0
Eubacterium yurii,0,0,0,0,0,1,0,0,0,3,0,1,12,2,26,1,3,0,10,22,40,1,0
Kosmotoga olearia,0,1,0,0,0,0,25,7,1,12,1,1,1,10,48,0,0,7,1,0,5,0,1
Lactobacillus amylolyticus,0,8,1,1,0,3,107,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Candidatus Blochmannia floridanus,0,0,0,0,0,0,0,0,0,0,0,0,4,79,0,0,34,1,0,0,0,1,1
Methylobacillus flagellatus,2,2,2,9,0,3,2,1,62,0,0,0,4,0,2,0,2,1,0,0,2,25,1
Photobacterium angustum,1,1,2,1,75,0,1,0,2,0,0,0,34,0,0,0,1,0,0,0,1,1,0
Oligotropha carboxidovorans,3,1,1,79,0,0,0,1,0,0,0,0,2,1,1,0,21,0,0,1,1,7,0
Achromobacter piechaudii,18,1,6,40,7,4,1,0,0,2,0,2,3,2,9,1,1,2,0,2,7,10,0
Pseudomonas amygdali,33,4,8,13,0,0,1,3,0,0,0,1,34,0,1,0,1,0,6,4,2,7,0
Sphingobacterium spiritivorum,26,7,4,10,0,11,3,1,0,7,1,1,0,5,1,0,2,1,3,4,11,20,0
Pseudoalteromonas atlantica,2,2,0,1,32,4,0,0,12,2,6,0,0,5,1,1,30,1,2,0,12,3,0
Treponema pallidum,0,0,0,0,0,0,0,1,113,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Eubacterium siraeum,0,0,0,0,0,1,0,0,105,0,0,0,1,0,3,4,0,0,0,0,0,0,0
Sorangium cellulosum,1,1,0,9,3,0,9,0,6,1,0,45,0,1,0,5,2,3,0,3,1,22,2
Acaryochloris marina,0,1,0,0,0,0,1,0,84,0,0,0,12,2,0,4,8,0,1,0,0,0,0
Bacteroides intestinalis,63,6,7,5,3,17,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mycoplasma crocodyli,0,0,0,0,0,0,0,1,0,0,0,9,0,1,0,0,42,0,57,1,1,0,0
Hyphomonas neptunium,3,0,2,36,0,0,0,1,2,3,0,0,12,1,0,0,41,0,0,1,1,8,0
Photobacterium damselae,0,0,0,1,1,0,0,0,0,0,1,0,106,0,0,0,0,0,0,0,2,0,0
Caldicellulosiruptor kristjanssonii,12,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,85,0,0,6,0
Legionella longbeachae,2,0,0,1,0,1,9,0,30,4,0,0,4,12,1,5,3,0,1,4,3,26,0
Yersinia aldovae,0,1,1,0,5,0,0,0,0,0,0,0,94,1,0,0,1,0,0,0,1,2,0
Clostridium carboxidivorans,1,0,1,5,0,0,2,3,30,46,0,7,6,1,2,0,0,0,0,0,0,1,0
Desulfovibrio magneticus,0,0,0,0,0,0,0,4,15,2,5,25,10,2,5,0,4,7,3,4,5,12,1
Bacteroides dorei,3,0,0,0,0,1,2,2,79,2,0,2,2,0,3,0,0,0,0,0,0,7,0
Dehalococcoides sp. BAV1,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphingobium japonicum,3,0,0,6,37,0,0,0,24,0,0,0,25,0,2,0,0,0,0,0,1,5,0
Maritimibacter alkaliphilus,4,7,2,17,2,52,1,0,0,0,0,0,11,0,1,1,1,0,1,0,0,2,0
Nitrosomonas eutropha,8,0,4,10,1,1,1,1,10,0,0,2,3,1,0,0,27,1,3,0,0,29,0
Desulfuromonas acetoxidans,0,0,1,1,0,0,0,0,0,1,1,4,3,1,0,0,46,0,1,0,1,41,0
Desulfatibacillum alkenivorans,2,0,0,4,0,0,4,0,66,0,1,0,1,0,1,1,17,0,1,0,0,1,0
Aster yellows witches'-broom phytoplasma,37,1,1,0,0,46,0,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Bacteroides sp. 3_1_19,0,0,0,1,0,0,0,0,96,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dictyoglomus turgidum,1,0,2,0,0,0,27,1,6,4,1,1,6,2,1,0,5,0,13,1,22,2,3
Reinekea blandensis,1,0,0,1,14,0,0,0,71,0,0,0,5,0,0,1,4,0,0,0,0,1,0
Shewanella pealeana,1,0,0,0,0,1,1,0,49,0,0,0,15,15,0,0,3,0,2,8,1,2,0
Erysipelotrichaceae bacterium 5_2_54FAA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,44,0,0,51,0,0,0,0
Leptothrix cholodnii,14,1,2,8,0,1,2,1,0,3,3,1,7,0,2,1,21,0,1,1,2,22,4
Rickettsia typhi,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lysinibacillus fusiformis,1,0,0,1,0,1,6,7,0,6,0,0,8,2,58,0,2,0,0,0,0,3,0
Ferrimonas balearica,0,0,0,0,0,0,0,0,0,2,1,5,4,32,0,1,5,10,2,0,0,30,0
Paenibacillus vortex,2,0,0,8,0,1,4,0,0,1,0,0,36,1,38,0,0,0,0,0,0,0,0
Polaribacter sp. MED152,4,4,1,4,0,1,0,1,7,2,2,1,0,5,2,2,2,5,3,0,2,43,0
Clostridium ramosum,0,0,0,0,0,0,1,0,20,20,1,0,21,0,14,1,0,6,1,2,3,0,0
Fusobacterium sp. 3_1_36A2,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,24,0,0,0,0,0,0
Thermosinus carboxydivorans,1,0,0,1,3,0,0,0,84,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Crocosphaera watsonii,0,0,0,0,0,0,0,0,7,1,0,0,28,1,0,0,34,0,0,0,1,17,0
Neisseria polysaccharea,3,0,1,0,61,1,0,0,2,0,0,0,4,1,0,0,0,0,0,0,0,0,16
Fusobacterium sp. 2_1_31,0,0,0,0,0,0,0,0,62,0,0,0,26,0,0,0,0,0,0,0,0,0,0
Micromonospora sp. L5,53,0,0,0,0,0,16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0
Deinococcus deserti,0,0,0,0,0,0,0,0,0,2,0,0,11,0,2,0,22,0,5,0,0,45,0
Shewanella frigidimarina,3,2,0,2,2,3,4,0,29,0,1,0,0,0,0,1,12,0,0,0,0,28,0
Vibrio metschnikovii,7,1,0,2,1,1,0,0,1,0,0,0,6,0,1,0,0,0,2,2,6,57,0
Sulfurihydrogenibium sp. YO3AOP1,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,6,0,0,2,0
Clostridium sp. M62/1,8,2,21,0,0,21,0,0,1,0,0,0,0,0,0,0,31,0,0,0,0,0,0
Methylobacterium radiotolerans,1,1,2,30,0,1,0,0,0,0,0,0,28,0,0,1,4,0,0,2,1,12,1
Actinobacillus minor,0,0,1,0,0,0,1,0,74,0,0,0,2,0,0,0,1,0,0,0,0,3,1
Nitrobacter winogradskyi,2,0,0,35,0,1,0,0,21,0,1,2,16,0,0,0,0,0,0,0,1,4,0
Bacteroides sp. 1_1_6,9,3,0,0,35,0,1,0,14,3,0,3,0,2,3,0,1,1,2,0,3,2,0
Prosthecochloris aestuarii,0,0,0,0,0,0,21,2,0,5,0,2,1,2,46,1,0,0,0,0,0,1,0
Vibrio sp. AND4,0,0,0,0,14,0,2,0,0,0,1,0,5,7,0,3,4,0,1,0,1,43,0
Paenibacillus sp. oral taxon 786,4,5,5,5,0,2,7,3,0,1,4,1,17,1,3,3,10,1,1,2,2,2,1
Chlorobium phaeovibrioides,1,0,1,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Clostridium hathewayi,1,1,3,5,6,4,22,0,31,0,0,1,4,0,0,0,0,0,0,1,0,0,0
Fusobacterium periodonticum,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marivirga tractuosa,1,1,0,0,0,0,1,1,0,0,0,0,0,65,0,0,0,0,1,1,5,3,0
Frankia sp. EUN1f,2,0,0,3,0,0,1,0,0,2,0,0,0,0,2,2,0,0,1,0,0,65,0
Neisseria mucosa,0,0,0,0,0,0,0,0,76,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Dehalococcoides sp. CBDB1,0,0,0,0,0,0,0,0,65,1,1,0,0,1,0,0,6,0,0,3,0,0,0
Bacillus coagulans,6,5,7,5,0,4,4,1,0,2,1,0,2,1,3,0,21,0,0,2,2,10,0
Lactobacillus oris,0,0,0,0,0,0,1,3,1,21,2,7,4,2,3,0,5,0,8,2,7,10,0
Lactobacillus buchneri,0,0,0,0,0,0,0,16,1,36,3,8,5,1,2,1,0,1,0,0,0,1,0
Burkholderia dolosa,5,1,2,39,0,1,0,1,0,0,0,0,2,1,1,0,2,1,0,0,3,15,0
Pelagibaca bermudensis,0,0,0,21,20,16,1,1,0,2,1,1,1,0,9,0,0,0,0,0,0,1,0
Candidatus Accumulibacter phosphatis,11,2,2,3,0,1,2,0,0,1,0,0,28,2,1,0,0,2,0,2,1,15,0
Dehalococcoides sp. VS,0,0,0,0,0,0,5,4,40,0,0,1,0,1,21,0,0,0,0,0,1,0,0
Selenomonas flueggei,0,0,0,1,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Shewanella loihica,2,0,0,1,0,1,1,2,12,2,0,0,3,1,1,0,10,0,0,1,0,35,1
Nitrobacter sp. Nb-311A,3,0,1,11,19,1,0,0,21,0,0,0,3,1,0,0,9,0,1,1,0,1,0
Burkholderiales bacterium 1_1_47,17,18,0,1,2,11,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Selenomonas sputigena,0,0,0,0,0,0,1,0,58,0,0,0,0,0,0,0,9,0,0,1,1,0,1
Slackia exigua,1,0,36,0,0,1,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Clostridium butyricum,1,0,0,0,0,0,18,2,0,3,1,1,3,1,38,0,1,0,0,1,0,0,0
Nitrosococcus oceani,7,20,3,7,0,4,1,0,4,0,1,0,11,2,0,0,2,0,1,1,0,6,0
Synechococcus sp. RS9917,19,2,6,22,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Segniliparus rotundus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,17,0,1,0,1,45,0
Geobacillus stearothermophilus,17,6,12,3,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
Vibrio mimicus,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,2,0,0,0,0
Polaribacter irgensii,3,3,0,0,0,0,0,0,49,0,0,0,0,1,0,0,0,0,0,1,1,6,0
Brevundimonas subvibrioides,11,1,2,4,0,2,2,1,0,0,0,1,9,0,1,0,3,2,5,3,3,13,0
Eikenella corrodens,0,0,0,0,34,1,1,0,2,0,0,0,25,0,0,0,0,0,0,0,0,0,0
Shewanella sp. MR-4,1,0,1,0,0,1,0,0,28,0,0,0,14,0,1,0,9,0,0,0,8,0,0
Acinetobacter junii,4,1,0,2,0,2,2,0,43,0,0,0,0,1,0,0,0,0,0,0,3,4,0
Microcoleus chthonoplastes,3,2,0,2,0,0,0,0,0,6,0,0,0,14,0,0,2,0,0,0,0,33,0
Micromonospora aurantiaca,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,3,0,0,53,0
Opitutus terrae,2,0,1,6,30,1,0,0,11,1,1,0,0,1,1,0,0,1,1,0,0,4,0
Fusobacterium sp. 7_1,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Fusobacterium ulcerans,2,0,0,0,11,0,0,2,0,3,1,1,7,0,0,2,0,0,0,0,0,0,31
Pseudoramibacter alactolyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,44,0,0,0,0,14,0
Thermotogales bacterium mesG1.Ag.4.2,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0
uncultured bacterium,0,0,0,8,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Campylobacter upsaliensis,0,0,0,0,9,0,11,0,26,0,0,0,0,2,0,0,2,0,0,0,0,9,0
Francisella novicida,0,0,0,0,8,0,17,0,0,16,0,0,2,0,0,0,2,1,0,0,0,12,1
Clostridium lentocellum,0,0,0,0,1,0,43,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Leptospira interrogans,0,0,0,1,0,0,0,1,33,1,1,1,0,1,1,0,15,0,1,0,0,2,0
Mycobacterium bovis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,48,0
Roseomonas cervicalis,0,1,0,35,0,0,0,0,0,0,0,0,11,0,0,0,4,0,0,0,0,3,0
Thermodesulfovibrio yellowstonii,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Acinetobacter johnsonii,5,2,1,5,0,6,2,1,1,0,0,0,11,0,0,0,1,0,1,0,6,10,0
Anaerotruncus colihominis,0,0,0,1,0,0,0,0,6,0,0,0,43,0,0,0,2,0,0,0,0,0,0
Bacillus sp. m3-13,7,5,1,3,0,2,0,0,0,0,0,0,19,1,7,0,0,0,0,0,2,5,0
Streptococcus vestibularis,0,0,0,2,0,0,3,1,11,0,0,1,0,0,0,2,11,2,1,6,1,11,0
Zunongwangia profunda,3,2,0,1,0,2,2,10,1,1,7,0,0,1,5,2,1,0,1,4,2,6,1
marine gamma proteobacterium HTCC2143,2,0,0,0,0,0,0,1,0,5,2,0,1,0,0,39,0,0,0,0,0,1,0
Bacillus coahuilensis,5,0,1,1,0,1,2,0,0,2,0,0,1,0,3,1,2,1,2,0,2,26,0
Haliangium ochraceum,5,1,1,1,2,0,0,1,0,0,0,0,2,1,0,3,8,0,2,0,0,14,9
